Title,Area,Room,Floor,Year,Price
2 kambarių butas Klaipėdoje,44.00,2,5/5,1968,53 500 € (1 216 €/m²)
2 kambarių butas Druskininkų sav.,50.40,2,3/6,2013,137 500 € (2 728 €/m²)
2 kambarių butas Klaipėdoje,59.14,2,6/7,2020,84 995 € (1 437 €/m²)
2 kambarių butas Klaipėdoje,48.92,2,1/7,2020,67 815 € (1 386 €/m²)
3 kambarių butas Klaipėdoje,67.00,3,1/3,1985,76 500 € (1 142 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,5/5,1981,57 000 € (1 056 €/m²)
3 kambarių butas Kauno rajono sav.,66.00,3,3,,52 400 € (794 €/m²)
3 kambarių butas Vilniuje,47.00,3,5/5,1940,189 200 € (4 026 €/m²)
3 kambarių butas Klaipėdoje,94.00,3,2/3,2016,129 500 € (1 378 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,5/5,1964,64 500 € (1 500 €/m²)
4 kambarių butas Kaune,80.00,4,5/5,1975,65 900 € (824 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,7/9,1976,54 000 € (844 €/m²)
4 kambarių butas Vilniuje,94.00,4,1/2,2019,124 000 € (1 319 €/m²)
3 kambarių butas Klaipėdoje,65.00,3,3/5,1994,65 000 € (1 000 €/m²)
2 kambarių butas Šiauliuose,45.56,2,5/5,1969,35 000 € (768 €/m²)
3 kambarių butas Klaipėdoje,67.00,3,1/5,1985,73 500 € (1 097 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,5/5,1970,55 000 € (1 222 €/m²)
1 kambario butas Klaipėdoje,38.00,1,3/3,1956,67 000 € (1 763 €/m²)
2 kambarių butas Klaipėdoje,64.00,2,2/5,2015,139 000 € (2 172 €/m²)
1 kambario butas Alytuje,24.00,1,5/5,1975,10 000 € (417 €/m²)
1 kambario butas Klaipėdoje,18.00,1,4/4,1970,8 000 € (444 €/m²)
3 kambarių butas Kaune,50.00,3,2/3,1964,59 000 € (1 180 €/m²)
3 kambarių butas Vilniuje,70.00,3,1,1934,275 000 € (3 929 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,2/9,1976,71 000 € (1 109 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,3/5,,45 000 € (882 €/m²)
2 kambarių butas Kretingos rajono sav.,48.00,2,2/2,1971,28 900 € (602 €/m²)
1 kambario butas Klaipėdos rajono sav.,25.00,1,2/3,,15 000 € (600 €/m²)
1 kambario butas Vilniuje,21.00,1,3/5,1981,21 000 € (1 000 €/m²)
1 kambario butas Klaipėdoje,18.00,1,5/5,1967,10 500 € (583 €/m²)
3 kambarių butas Klaipėdoje,82.00,3,2/3,1957,110 000 € (1 341 €/m²)
2 kambarių butas Klaipėda,55.00,2,3/5,,53 000 € (964 €/m²)
2 kambarių butas Vilniuje,38.59,2,1/2,1893,150 000 € (3 887 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,2/9,2006,105 000 € (1 500 €/m²)
3 kambarių butas Klaipėdoje,85.00,3,2/2,1988,160 000 € (1 882 €/m²)
3 kambarių butas Palangoje,75.00,3,1/3,2010,149 000 € (1 987 €/m²)
3 kambarių butas Klaipėdoje,90.10,3,5/6,2005,172 000 € (1 909 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,1/3,1954,72 000 € (1 674 €/m²)
2 kambarių butas Klaipėdoje,40.00,2,2/2,1960,75 000 € (1 875 €/m²)
3 kambarių butas Klaipėdoje,75.00,3,2/2,1988,140 000 € (1 867 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,4/5,1981,61 000 € (1 298 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,5/5,2019,84 100 € (1 911 €/m²)
3 kambarių butas Klaipėdoje,64.50,3,5/9,,62 500 € (969 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,7/9,1989,125 000 € (1 736 €/m²)
2 kambarių butas Klaipėdoje,46.00,2,5/5,1967,56 000 € (1 217 €/m²)
3 kambarių butas Klaipėdoje,85.00,3,7/19,2016,145 000 € (1 706 €/m²)
2 kambarių butas Palangoje,60.00,2,4/4,1994,55 000 € (917 €/m²)
1 kambario butas Klaipėdoje,43.51,1,5/5,1988,39 000 € (896 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,6/9,1991,70 000 € (897 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,3/20,2008,179 000 € (2 486 €/m²)
2 kambarių butas Klaipėda,47.00,2,5/5,,48 000 € (1 021 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,4/9,1989,50 000 € (641 €/m²)
3 kambarių butas Klaipėdoje,79.00,3,2/5,1984,67 000 € (848 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,5/5,1990,45 000 € (833 €/m²)
2 kambarių butas Klaipėda,48.00,2,7/9,,46 000 € (958 €/m²)
2 kambarių butas Klaipėda,50.00,2,6/9,,74 900 € (1 498 €/m²)
2 kambarių butas Kretingos rajono sav.,50.00,2,1/5,,49 000 € (980 €/m²)
2 kambarių butas Klaipėdoje,53.98,2,5/5,1981,58 000 € (1 074 €/m²)
2 kambarių butas Vilniuje,47.00,2,4/5,1970,68 000 € (1 447 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,4/5,1970,61 000 € (1 245 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,5/5,1974,55 500 € (1 088 €/m²)
3 kambarių butas Klaipėda,79.00,3,4/9,,107 000 € (1 354 €/m²)
2 kambarių butas Akmenės rajono sav.,55.89,2,2/2,1989,6 400 € (115 €/m²)
2 kambarių butas Kaune,31.00,2,2/3,1964,39 000 € (1 258 €/m²)
3 kambarių butas Klaipėda,72.00,3,2/5,,61 000 € (847 €/m²)
3 kambarių butas Klaipėda,55.00,3,3/3,,69 000 € (1 255 €/m²)
2 kambarių butas Klaipėda,61.00,2,1/5,,53 000 € (869 €/m²)
3 kambarių butas Biržų rajono sav.,62.20,3,2/2,1969,26 000 € (418 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,2/5,1982,53 000 € (981 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,9/9,1989,44 000 € (917 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,2/5,1976,57 500 € (1 223 €/m²)
3 kambarių butas Vilniuje,130.00,3,1/4,2007,377 000 € (2 900 €/m²)
2 kambarių butas Klaipėdoje,46.00,2,5/5,1976,46 000 € (1 000 €/m²)
2 kambarių butas Klaipėdoje,63.00,2,2/5,,61 100 € (970 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,6/9,1981,49 000 € (1 021 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,1/5,,57 000 € (1 188 €/m²)
4 kambarių butas Klaipėda,140.00,4,4/5,,170 000 € (1 214 €/m²)
4 kambarių butas Klaipėdoje,79.00,4,2/4,,126 300 € (1 599 €/m²)
1 kambario butas Palangoje,25.00,1,1/1,2015,68 000 € (2 720 €/m²)
1 kambario butas Klaipėdoje,20.00,1,3/4,1958,27 000 € (1 350 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,9/9,1989,42 000 € (875 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,7/9,1971,58 000 € (906 €/m²)
2 kambarių butas Vilniuje,41.00,2,1/4,2017,145 000 € (3 537 €/m²)
3 kambarių butas Klaipėda,77.00,3,3/4,,114 000 € (1 481 €/m²)
3 kambarių butas Klaipėda,64.00,3,2/5,,146 000 € (2 281 €/m²)
2 kambarių butas Klaipėda,32.00,2,3/5,,27 000 € (844 €/m²)
4 kambarių butas Vilniuje,174.87,4,3/3,2018,899 454 € (5 144 €/m²)
1 kambario butas Klaipėdoje,37.00,1,3/3,1951,68 400 € (1 849 €/m²)
4 kambarių butas Palangoje,105.00,4,1/4,1990,79 900 € (761 €/m²)
3 kambarių butas Šventojoje,66.00,3,3/3,1988,75 000 € (1 136 €/m²)
2 kambarių butas Palangoje,61.00,2,3/4,2018,97 000 € (1 590 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,2/9,2006,105 000 € (1 500 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,1/2,,38 000 € (1 000 €/m²)
1 kambario butas Klaipėda,44.00,1,9/9,,49 500 € (1 125 €/m²)
3 kambarių butas Klaipėdos rajono sav.,78.00,3,4/5,,55 000 € (705 €/m²)
3 kambarių butas Klaipėda,66.00,3,4/5,,74 000 € (1 121 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,3/3,1956,94 000 € (1 567 €/m²)
3 kambarių butas Klaipėdoje,66.41,3,5/5,1998,62 000 € (934 €/m²)
3 kambarių butas Klaipėdoje,104.00,3,3/4,,165 000 € (1 587 €/m²)
4 kambarių butas Klaipėdoje,77.00,4,5/5,,90 000 € (1 169 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,1/5,,98 000 € (1 960 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/5,,65 000 € (1 300 €/m²)
2 kambarių butas Akmenės rajono sav.,47.04,2,3/5,1975,15 200 € (323 €/m²)
2 kambarių butas Radviliškio rajono sav.,46.46,2,1/2,1956,2 400 € (52 €/m²)
2 kambarių butas Radviliškio rajono sav.,36.97,2,2/2,1956,2 200 € (60 €/m²)
1 kambario butas Klaipėdoje,17.00,1,1/4,,20 000 € (1 176 €/m²)
2 kambarių butas Klaipėdoje,67.00,2,4/5,,62 000 € (925 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,3/3,1957,76 000 € (1 551 €/m²)
2 kambarių butas Klaipėdoje,52.00,2,1/4,1987,95 000 € (1 827 €/m²)
2 kambarių butas Klaipėda,54.00,2,5/5,,59 500 € (1 102 €/m²)
2 kambarių butas Klaipėda,44.00,2,1/5,,66 000 € (1 500 €/m²)
2 kambarių butas Klaipėda,40.00,2,1/5,,61 500 € (1 538 €/m²)
3 kambarių butas Klaipėda,67.00,3,1/5,,73 500 € (1 097 €/m²)
3 kambarių butas Klaipėda,64.00,3,2/9,,71 000 € (1 109 €/m²)
2 kambarių butas Klaipėdoje,67.00,2,2/5,1978,68 000 € (1 015 €/m²)
3 kambarių butas Klaipėdoje,65.00,3,6/7,2009,102 000 € (1 569 €/m²)
1 kambario butas Klaipėdoje,16.00,1,1/4,1961,20 000 € (1 250 €/m²)
2 kambarių butas Klaipėdoje,53.00,2,5/13,1992,50 000 € (943 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,2/9,2006,105 000 € (1 500 €/m²)
3 kambarių butas Klaipėdoje,78.99,3,5/5,1989,73 500 € (930 €/m²)
2 kambarių butas Klaipėdoje,47.50,2,1/5,1975,57 000 € (1 200 €/m²)
2 kambarių butas Kaune,59.01,2,2/9,2018,103 267 € (1 750 €/m²)
2 kambarių butas Klaipėdoje,67.00,2,4/5,1986,60 000 € (896 €/m²)
2 kambarių butas Klaipėdoje,67.00,2,4/5,1995,65 000 € (970 €/m²)
2 kambarių butas Panevėžyje,50.18,2,3/5,1967,79 000 € (1 574 €/m²)
3 kambarių butas Klaipėdos rajono sav.,60.00,3,2/2,1975,37 000 € (617 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,2/5,1978,65 000 € (1 383 €/m²)
3 kambarių butas Klaipėdoje,82.98,3,1/5,2005,126 000 € (1 518 €/m²)
2 kambarių butas Klaipėda,58.00,2,3/3,,65 000 € (1 121 €/m²)
2 kambarių butas Klaipėda,52.00,2,4/5,,45 500 € (875 €/m²)
4 kambarių butas Kretingos rajono sav.,71.00,4,1/5,,79 000 € (1 113 €/m²)
2 kambarių butas Klaipėda,55.00,2,9/9,,51 500 € (936 €/m²)
3 kambarių butas Klaipėdoje,66.67,3,3/5,2005,102 000 € (1 530 €/m²)
3 kambarių butas Klaipėdoje,57.00,3,2/3,1953,115 000 € (2 018 €/m²)
3 kambarių butas Vilniuje,71.37,3,2/9,2019,92 000 € (1 289 €/m²)
2 kambarių butas Vilniuje,45.42,2,2/9,2020,59 000 € (1 299 €/m²)
2 kambarių butas Vilniuje,53.88,2,8/9,2020,62 000 € (1 151 €/m²)
3 kambarių butas Vilniuje,65.67,3,7/9,2020,87 000 € (1 325 €/m²)
3 kambarių butas Vilniuje,71.37,3,6/9,2020,74 000 € (1 037 €/m²)
2 kambarių butas Klaipėda,49.00,2,4/5,,61 000 € (1 245 €/m²)
2 kambarių butas Klaipėda,47.00,2,4/5,,61 000 € (1 298 €/m²)
2 kambarių butas Klaipėda,47.00,2,3/5,,62 000 € (1 319 €/m²)
3 kambarių butas Palangoje,95.03,3,1/3,2008,350 000 € (3 683 €/m²)
2 kambarių butas Klaipėdoje,59.00,2,8/10,,60 000 € (1 017 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,2/5,,65 000 € (833 €/m²)
1 kambario butas Klaipėdoje,12.00,1,3/5,,15 500 € (1 292 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,7/9,1981,52 000 € (1 083 €/m²)
3 kambarių butas Klaipėdoje,63.99,3,5/9,1974,47 999 € (750 €/m²)
2 kambarių butas Druskininkų sav.,60.42,2,6/7,2018,62 000 € (1 026 €/m²)
3 kambarių butas Klaipėdoje,115.00,3,2/3,2015,185 000 € (1 609 €/m²)
2 kambarių butas Druskininkų sav.,41.11,2,1/6,2016,113 053 € (2 750 €/m²)
1 kambario butas Klaipėdoje,11.00,1,3/4,1974,13 999 € (1 273 €/m²)
3 kambarių butas Klaipėdoje,76.81,3,1/7,2018,112 400 € (1 463 €/m²)
2 kambarių butas Klaipėdoje,50.97,2,1/7,2018,79 800 € (1 566 €/m²)
2 kambarių butas Klaipėdos rajono sav.,56.00,2,1/3,,33 000 € (589 €/m²)
2 kambarių butas Klaipėda,43.00,2,2/5,,59 900 € (1 393 €/m²)
2 kambarių butas Klaipėda,46.00,2,5/5,,56 000 € (1 217 €/m²)
2 kambarių butas Panevėžio rajono sav.,47.44,2,2/2,1975,27 900 € (588 €/m²)
3 kambarių butas Klaipėdoje,78.68,3,1/7,2018,113 800 € (1 446 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,4/5,1993,68 000 € (883 €/m²)
3 kambarių butas Klaipėdoje,77.51,3,2/5,1990,65 000 € (839 €/m²)
1 kambario butas Klaipėdoje,33.00,1,1/2,1935,27 000 € (818 €/m²)
2 kambarių butas Klaipėdoje,61.00,2,3/3,2020,122 000 € (2 000 €/m²)
2 kambarių butas Klaipėdoje,64.85,2,3/3,2020,129 700 € (2 000 €/m²)
4 kambarių butas Klaipėdoje,112.00,4,2/3,2020,224 000 € (2 000 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,3/5,1990,57 999 € (1 184 €/m²)
2 kambarių butas Klaipėda,66.00,2,1/5,,68 500 € (1 038 €/m²)
2 kambarių butas Klaipėdos rajono sav.,43.00,2,1/3,,33 000 € (767 €/m²)
1 kambario butas Palangoje,40.00,1,1/3,2009,62 900 € (1 573 €/m²)
2 kambarių butas Palangoje,62.00,2,2/4,2018,93 000 € (1 500 €/m²)
2 kambarių butas Klaipėdoje,35.00,2,4/5,1969,46 000 € (1 314 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,3/5,,67 000 € (1 426 €/m²)
1 kambario butas Klaipėdoje,33.00,1,9/9,1980,43 000 € (1 303 €/m²)
3 kambarių butas Klaipėdoje,54.00,3,2/10,,85 000 € (1 574 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,7/9,1981,52 550 € (1 095 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,4/9,,65 000 € (1 048 €/m²)
1 kambario butas Klaipėdoje,31.00,1,5/5,1980,37 500 € (1 210 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,3/4,2011,114 000 € (1 481 €/m²)
2 kambarių butas Klaipėdoje,66.00,2,5/5,1985,55 000 € (833 €/m²)
4 kambarių butas Klaipėdoje,79.00,4,1/5,1981,59 000 € (747 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,5/5,1971,49 000 € (891 €/m²)
4 kambarių butas Kretingos rajono sav.,74.00,4,3/3,1988,17 900 € (242 €/m²)
2 kambarių butas Klaipėdos rajono sav.,49.00,2,2/2,1986,46 500 € (949 €/m²)
3 kambarių butas Klaipėdoje,57.00,3,2/3,1953,115 000 € (2 018 €/m²)
1 kambario butas Klaipėda,10.00,1,2/4,1962,8 500 € (850 €/m²)
1 kambario butas Klaipėdoje,36.00,1,4/5,1990,37 000 € (1 028 €/m²)
3 kambarių butas Vilniuje,110.00,3,6/6,2019,313 000 € (2 845 €/m²)
3 kambarių butas Klaipėdoje,53.00,3,5/9,2012,85 700 € (1 617 €/m²)
2 kambarių butas Akmenės rajono sav.,50.90,2,5,,17 000 € (334 €/m²)
2 kambarių butas Klaipėdos rajono sav.,49.00,2,2/1,1919,29 900 € (610 €/m²)
1 kambario butas Klaipėdoje,33.00,1,2/5,1984,45 000 € (1 364 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,3/9,1986,60 000 € (857 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,8/9,1982,65 000 € (942 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,3/5,1981,65 500 € (1 040 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,3/5,1981,65 500 € (1 040 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,3/5,1981,65 500 € (1 040 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,3/5,1990,57 000 € (1 163 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,1/9,1976,48 000 € (750 €/m²)
2 kambarių butas Klaipėdoje,38.10,2,2/2,1928,59 000 € (1 549 €/m²)
3 kambarių butas Kretingos rajono sav.,55.00,3,1/4,2020,72 500 € (1 318 €/m²)
2 kambarių butas Klaipėdoje,70.00,2,12/20,2009,118 000 € (1 686 €/m²)
3 kambarių butas Kretingos rajono sav.,59.40,3,2/4,2020,68 000 € (1 145 €/m²)
3 kambarių butas Klaipėdoje,85.80,3,2/34,2009,110 000 € (1 282 €/m²)
3 kambarių butas Klaipėdoje,65.00,3,3/9,1977,63 500 € (977 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,6/19,2009,99 000 € (1 435 €/m²)
2 kambarių butas Rokiškio rajono sav.,62.00,2,1,,17 000 € (274 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,3/9,1989,59 500 € (1 082 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,8/6,1985,59 999 € (779 €/m²)
1 kambario butas Klaipėdoje,33.00,1,5/5,,32 000 € (970 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,5/5,1990,45 000 € (818 €/m²)
2 kambarių butas Klaipėdoje,63.00,2,2/5,1987,61 000 € (968 €/m²)
2 kambarių butas Rokiškio rajono sav.,48.56,2,1/2,1957,6 000 € (124 €/m²)
2 kambarių butas Klaipėdoje,52.00,2,2/3,1985,110 000 € (2 115 €/m²)
2 kambarių butas Šiauliuose,34.90,2,4,,18 000 € (516 €/m²)
2 kambarių butas Vilniuje,87.00,2,2/2,2013,196 999 € (2 264 €/m²)
2 kambarių butas Klaipėdos rajono sav.,52.82,2,5/5,1993,45 000 € (852 €/m²)
2 kambarių butas Klaipėdoje,46.00,2,3/4,,99 000 € (2 152 €/m²)
2 kambarių butas Klaipėdoje,53.00,2,4/4,,79 800 € (1 506 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,4/5,,140 000 € (1 795 €/m²)
3 kambarių butas Vilniuje,48.11,3,3/3,2021,150 487 € (3 128 €/m²)
2 kambarių butas Vilniuje,47.40,2,1/3,2021,135 605 € (2 861 €/m²)
3 kambarių butas Vilniuje,82.07,3,3/4,2021,261 787 € (3 190 €/m²)
3 kambarių butas Vilniuje,60.98,3,2/3,2021,190 072 € (3 117 €/m²)
1 kambario butas Vilniuje,24.90,1,2/3,2021,76 411 € (3 069 €/m²)
1 kambario butas Vilniuje,23.83,1,2/3,2021,77 216 € (3 240 €/m²)
1 kambario butas Vilniuje,38.00,1,1/3,2021,102 681 € (2 702 €/m²)
3 kambarių butas Vilniuje,58.16,3,1/3,2021,162 174 € (2 788 €/m²)
3 kambarių butas Panevėžyje,70.00,3,1/3,1980,84 900 € (1 213 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,4/5,1982,69 000 € (1 078 €/m²)
1 kambario butas Klaipėdoje,33.00,1,4,1982,39 000 € (1 182 €/m²)
4 kambarių butas Klaipėdoje,65.00,4,1/2,,80 000 € (1 231 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,6/9,1979,53 000 € (1 060 €/m²)
3 kambarių butas Klaipėda,72.00,3,10/10,,87 000 € (1 208 €/m²)
3 kambarių butas Klaipėda,66.00,3,8/9,,68 000 € (1 030 €/m²)
3 kambarių butas Klaipėda,66.00,3,3/5,,102 000 € (1 545 €/m²)
2 kambarių butas Klaipėda,52.00,2,5/5,,63 000 € (1 212 €/m²)
2 kambarių butas Kretingos rajono sav.,48.00,2,2/5,,48 500 € (1 010 €/m²)
3 kambarių butas Kretingos rajono sav.,48.00,3,1/2,,49 000 € (1 021 €/m²)
3 kambarių butas Klaipėda,64.00,3,5/5,,62 000 € (969 €/m²)
3 kambarių butas Klaipėdoje,57.00,3,2,1935,115 000 € (2 018 €/m²)
2 kambarių butas Palangoje,42.00,2,1/4,2019,84 435 € (2 010 €/m²)
2 kambarių butas Palangoje,38.00,2,2/4,2019,72 557 € (1 909 €/m²)
2 kambarių butas Palangoje,38.00,2,4/4,2019,72 349 € (1 904 €/m²)
2 kambarių butas Palangoje,38.00,2,3/4,2019,72 462 € (1 907 €/m²)
2 kambarių butas Palangoje,40.00,2,1/4,2019,80 555 € (2 014 €/m²)
4 kambarių butas Klaipėdoje,89.00,4,89/10,1989,77 000 € (865 €/m²)
2 kambarių butas Klaipėdoje,40.00,2,2/2,,35 000 € (875 €/m²)
3 kambarių butas Trakų rajono sav.,102.34,3,2/2,2016,290 000 € (2 834 €/m²)
3 kambarių butas Trakų rajono sav.,101.75,3,1/2,2016,390 000 € (3 833 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,6/9,1977,60 000 € (1 200 €/m²)
3 kambarių butas Klaipėdoje,57.57,3,4/7,2020,81 990 € (1 424 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,2/5,1978,66 300 € (1 087 €/m²)
3 kambarių butas Klaipėdoje,56.00,3,4/5,1965,65 000 € (1 161 €/m²)
2 kambarių butas Klaipėdoje,71.00,2,2,1958,117 700 € (1 658 €/m²)
2 kambarių butas Klaipėda,47.00,2,1/5,,54 500 € (1 160 €/m²)
2 kambarių butas Klaipėda,54.00,2,2/5,1982,53 000 € (981 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,5/5,1989,63 000 € (984 €/m²)
2 kambarių butas Klaipėdoje,78.00,2,2/1,,88 000 € (1 128 €/m²)
1 kambario butas Klaipėda,17.00,1,3/4,,11 900 € (700 €/m²)
3 kambarių butas Klaipėdoje,56.00,3,4/9,,110 000 € (1 964 €/m²)
3 kambarių butas Klaipėdoje,57.00,3,7/9,,95 000 € (1 667 €/m²)
1 kambario butas Alytaus miesto sav.,24.21,1,1/5,,28 000 € (1 157 €/m²)
4 kambarių butas Klaipėdoje,43.00,4,1,2018,90 000 € (2 093 €/m²)
1 kambario butas Klaipėdoje,36.00,1,4/5,1990,38 000 € (1 056 €/m²)
2 kambarių butas Druskininkų sav.,52.67,2,8/9,1986,48 000 € (911 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,3/5,1998,80 000 € (1 143 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,3/5,1973,65 000 € (1 383 €/m²)
2 kambarių butas Varėnos rajono sav.,38.39,2,2/2,1969,14 000 € (365 €/m²)
2 kambarių butas Palangoje,38.00,2,3/4,2019,72 708 € (1 913 €/m²)
2 kambarių butas Klaipėdoje,36.00,2,2/3,1954,53 000 € (1 472 €/m²)
2 kambarių butas Klaipėdoje,52.70,2,3/5,1980,59 999 € (1 139 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,2/5,1974,56 000 € (1 191 €/m²)
4 kambarių butas Klaipėdoje,89.00,4,2/9,,65 000 € (730 €/m²)
4 kambarių butas Vilniuje,106.00,4,5/6,2001,245 000 € (2 311 €/m²)
3 kambarių butas Druskininkų sav.,78.85,3,4/4,1991,37 500 € (476 €/m²)
3 kambarių butas Klaipėda,78.00,3,5/5,,72 000 € (923 €/m²)
2 kambarių butas Klaipėda,33.00,2,1/2,,41 500 € (1 258 €/m²)
2 kambarių butas Klaipėda,52.00,2,1/4,,95 000 € (1 827 €/m²)
3 kambarių butas Druskininkų sav.,60.13,3,3/3,2009,133 000 € (2 212 €/m²)
1 kambario butas Vilniuje,42.00,1,2/3,1940,139 990 € (3 333 €/m²)
2 kambarių butas Vilniuje,42.00,2,2/3,1940,139 990 € (3 333 €/m²)
2 kambarių butas Klaipėda,55.00,2,8/10,,53 000 € (964 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,3/3,1985,40 000 € (1 053 €/m²)
4 kambarių butas Klaipėdoje,71.07,4,4/5,1968,45 500 € (640 €/m²)
1 kambario butas Vilniuje,32.00,1,2/5,1973,19 999 € (625 €/m²)
1 kambario butas Klaipėda,18.00,1,5/5,,8 700 € (483 €/m²)
3 kambarių butas Klaipėdos rajono sav.,63.00,3,2/2,2021,152 000 € (2 413 €/m²)
2 kambarių butas Druskininkų sav.,48.33,2,5/5,2017,157 073 € (3 250 €/m²)
3 kambarių butas Druskininkų sav.,62.26,3,5/5,2017,202 345 € (3 250 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,4/5,,49 000 € (1 043 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,1/5,1979,56 999 € (1 118 €/m²)
1 kambario butas Klaipėda,33.00,1,3/5,,41 000 € (1 242 €/m²)
3 kambarių butas Klaipėda,55.00,3,5/5,,49 000 € (891 €/m²)
2 kambarių butas Druskininkų sav.,53.83,2,1/5,2017,148 033 € (2 750 €/m²)
4 kambarių butas Vilniuje,106.01,4,1/4,2020,342 400 € (3 230 €/m²)
